1,85,2,88,106,6,108,73,3,78,101,8,110,94,1,100,96,2,100,102,7,104,108,4,112,100,5,109,84,13,91
0,94,2,97,103,6,104,112,4,122,99,2,106,103,4,108,90,4,94,106,3,108,86,8,90,74,2,82,86,12,89
2,102,3,103,113,5,114,87,5,93,94,3,98,108,3,113,75,4,78,93,3,94,97,2,101,96,0,101,97,10,105
3,95,4,95,103,8,106,106,3,111,89,5,99,101,2,106,79,11,80,84,4,86,106,3,113,85,1,97,102,9,107
5,105,2,106,120,1,120,111,0,116,84,8,90,89,3,94,92,7,99,93,9,94,95,5,98,75,5,83,90,6,100
4,96,2,98,104,7,105,100,3,105,107,9,111,88,5,92,76,3,82,111,5,112,102,3,109,86,2,94,83,8,92
6,96,6,96,109,6,110,95,0,98,99,3,101,91,4,98,93,3,99,90,7,93,106,5,113,92,1,98,86,8,94
7,96,1,100,94,6,98,98,3,101,91,6,99,81,6,85,88,9,94,104,6,106,94,7,97,92,3,103,108,7,117
8,94,4,96,116,5,118,106,3,110,91,8,99,82,1,89,81,4,82,94,6,98,101,2,106,83,5,95,101,13,107
9,111,2,112,112,10,112,102,2,111,91,5,96,77,3,82,93,3,98,108,1,108,97,5,100,82,2,88,87,7,93
